,,Thạc sĩ,"Ngành Giáo dục Hán ngữ Quốc tế (CIS)
Thầy 1: 
- Phân tích âm tiết trong tên tiếng trung của mình
- So sánh hệ thống ngữ âm tiếng trung và tiếng việt
- Phân tích khó khăn của học sinh VN khi học phát âm.
Thầy 2:
- Giới thiệu về lớp tiếng Trung của em (vì mình có tự mở lớp tiếng Trung) 
- Thầy nhớ em có nói em thích Văn học, sao cuối cùng lại chọn Giáo dục Hán ngữ?
Cô 3: 
- Thiết kế bài giảng câu so sánh trong tiếng trung
- Trong thời đại AI lên ngôi, em nghĩ vị thế của giáo viên tiếng Trung sẽ có gì thay đổi, đưa ví dụ. 
Thầy 4: 
- Giới thiệu+Phân tích câu tồn tại trong tiếng trung
Nam Khai là trường duyệt hồ sơ nhanh nhất cũng như phỏng vấn sớm nhất, thầy cô làm việc cũng chuyên nghiệp.","Ngành GDHNQT 
Giới thiệu bản thân (1 phút)
Phân tích âm tiết trong tên mình
Dạy các đối tượng khác nhau thì từng đối tượng có ưu, nhược điểm gì, đặc điểm của từng đối tượng là gì... 
Hiện tượng ngữ pháp mà t ấn tượng và có thể đào sâu nghiên cứu thêm (từ câu này t đã bị hỏi thêm 1 ề câu cho tới cuối buổi phỏng vấn.)     
Theo m đâu là lý do dẫn đến những khó khăn trong quá trình học của HS"," ngành Ứng dụng ngôn ngữ học 
C1: Trước đó em có tham gia một cuộc thi về thơ ca, đọc thuộc lại bài thơ đó??? 
C2: Nếu muốn nghiên cứu về khó khăn của sinh viên VN khi học thơ cổ TQ thì phải trang bị những kiến thức nào. Đưa ra 3 ví dụ cụ thể so sánh 韵律， 意象和意义 của thơ cổ VN với thơ cổ TQ.
C3: Định hướng của m là giáo viên, tại sao m lại nghĩ ngành này có thể giúp ích cho tương lai của m? Nếu sau ra trường thì m lấy gì cạnh tranh với sinh viên ngành sư phạm","CIS GDHNQT
Thầy 1: 
1. Giới thiệu bản thân (1p)
2. Tại sao không tiếp tục xin học thạc ở trường hiện tại?
3. 本科 thích môn nào nhất?
4. Đề tài luận văn đại học. 
5. Nêu nguyên nhân những năm gần đây học sinh Việt Nam apply du học Trung Quốc nhiều theee? 
Thầy 2: 
1. 简单介绍二语习得的迁移现象。
2. 二语习得 输入- 输出概念 。
3.  回避涉略现象。
4. 为什么汉语词类划分比较麻烦"
7,Đại học Sư Phạm Chiết Giang ( ZJNU ),Đại học,"Ngành kinh tế - tài chính ( Thương mại điện tử )
请做一下自我介绍。
→ Hãy tự giới thiệu bản thân.
你知道中国有哪些直播应用吗？请举例说明。
→ Bạn biết những ứng dụng livestream nào của Trung Quốc? Hãy nêu ví dụ.
直播平台与传统电子商务、普通线下销售相比，有哪些不同？
→ So với thương mại điện tử truyền thống và bán hàng trực tiếp, nền tảng livestream có điểm gì khác biệt?
Bài thi viết:
数学测试
→ Kiểm tra toán học.
专业知识测试：
请结合贵国的发展情况，对比分析中国直播电商发展过程中存在的问题，并提出你的看法与建议。
→ Hãy kết hợp với tình hình phát triển của đất nước bạn, so sánh và phân tích những vấn đề tồn tại trong quá trình phát triển thương mại điện tử livestream của Trung Quốc, đồng thời đưa ra quan điểm và kiến nghị của bạn.",,,
,,Thạc sĩ,"Học bổng CIS
Cô đầu:
1. 简单自己介绍（1分钟）
2. 你是从哪里了解到浙江师范大学的？
3. 你有没有同时申请其他学校？
4. 你本科毕业论文的题目是什么？为什么选择这个主题？
Cô thứ 2: Đầu tiên cô hỏi về luận văn đại học của mình, sau đó lại xoáy sâu hơn về luận văn thạc sĩ nên mình lượt bớt (mng nhớ ôn thật kĩ bản 研究计划 1500 chữ gửi trước phỏng vấn nhé)
Cô này hỏi về ngữ pháp cũng siêu khó luôn.
1. Trong câu “我学习汉语在中国“ lỗi sai ở đâu và nêu lý do. Sau đó cô đưa thêm 1 số ví dụ khác và kêu mình xác định 句子成分（主、谓、宾、状）
2. 造字法（会意字、象形字、指事字、形声字）
3. 构词法（“提高”是什么构词法？；“汉语、韩语、英语”……）
4. 讲一讲 “精卫填海” 故事 (tại mình bảo ngữ pháp e cũng quên gần hết r, hứng thú với văn hoá hơn nên cô hỏi thêm đó 😇)
5.Em còn hứng thú với môn học nào khác ko? Giới thiệu đơn giản về môn học đó. (1 mình cô chiếm trọn 10p phỏng vấn r)
Cô thứ 3:
1. Vì ĐH mình cũng học GDHNQT nên cô hỏi có thể kết hợp kiến thức chuyên ngành nêu ra những khó khăn mà người Việt gặp phải trong quá trình học tiếng trung. 
2. Tiếp tục hỏi thêm về đề tài luận văn thạc sĩ, kêu mình giải thích 1 số thuật ngữ, so sánh 2 cái khác nhau ở đâu.
3. Hỏi về 提纲，研究方法，研究设计，怎么设计问卷/访谈
4. Hỏi về luận văn đại học tiếp huhu (kêu mình giải thích 1 số thuật ngữ, rồi nêu quan điểm).
Kết: Tại sao e nói là e hứng thú với văn hoá mà luận văn thạc sĩ lại k viết về chủ đề đó tiếp?"," Học bổng CIS
Giám khảo 1:
Giới thiệu bản thân ngắn gọn (khoảng 1 phút)
Bạn biết đến trường bằng cách nào?
Bạn có apply thêm trường nào khác không?
Đề tài luận văn tốt nghiệp đại học là gì? Vì sao lại chọn đề tài đó?
Giám khảo 2:
Cô này hỏi rất sâu, đặc biệt xoay quanh 研究计划 (bản kế hoạch nghiên cứu 1500 chữ đã nộp trước). 
Chỉnh lỗi câu: “我学习汉语在中国” → yêu cầu chỉ ra sai ở đâu và giải thích
Sau đó đưa thêm câu để phân tích thành phần câu (主语、谓语、宾语、状语)
Hỏi về 造字法 (会意字、象形字、指事字、形声字)
Hỏi về 构词法: ví dụ “提高” thuộc loại nào, rồi các từ như “汉语、韩语、英语”
Kể lại câu chuyện “精卫填海” (do mình nói thích văn hóa nên bị hỏi thêm 😭)
Hỏi thêm về các môn học khác: bạn còn thích môn nào không? Giới thiệu sơ về môn đó
Giám khảo 3:
Vì mình học ngành liên quan giáo dục, cô hỏi: có thể kết hợp kiến thức chuyên ngành để phân tích khó khăn của người Việt khi học tiếng Trung không?
Tiếp tục xoáy vào đề tài luận văn thạc sĩ: giải thích thuật ngữ, so sánh các khái niệm
Hỏi về: 提纲, 研究方法, 研究设计, cách thiết kế bảng hỏi/phỏng vấn
Quay lại hỏi luận văn đại học: giải thích thuật ngữ và nêu quan điểm cá nhân
Câu hỏi kết:
Tại sao bạn nói mình thích văn hóa nhưng đề tài thạc sĩ lại không tiếp tục theo hướng đó?",,
8,Đại học Ngoại ngữ Đại Liên ,Đại học,,,,
,,Thạc sĩ," CIS 
Có 3 thầy cô hỏi chính, các thầy cô hỏi mình như sau
Thầy 1: Theo em hs Việt Nam hay mắc những lỗi sai nào khi sử dụng bổ ngữ thời lượng ( thầy hỏi cái này vì trong phần giới thiệu mình có nhắc đến)
Cô 2: Em nói tốt thế =)))) em học tiếng Trung bao lâu rồi?
Tiếp: phương hướng nghiên cứu của em là gì? tại sao?
Cô 3: Hồi đại học tham gia nhiều hoạt động như thế, vậy lúc học thạc e sẽ phải viết luận văn, hoàn thành các môn học, em dự định cân bằng thế nào?","Ngành GDHNQT
你觉得汉语语音最难的地方是什么？
你会怎么教学生？
如果努力学习却没有进步，你会怎么办？
请谈谈你的学习/工作经历。",,
9,Đại học Công nghệ Đại Liên,Đại học,,,,
,,Thạc sĩ," Học bổng CSC ngành liên quan đến AI và Society
Giới thiệu bản thân và kế hoạch nghiên cứu (5')
Tổng cộng 1 cô host và 5 thầy cô giám khảo, hỏi dồn dập trong 5' kế tiếp:
Bạn có nhận thức được độ khó của ngành này không?Đây là một ngành học khó, ngay cả với người Trung học bằng tiếng Trung. Vậy bạn lấy dũng khí ở đâu để apply ngành này? Bạn đã trao đổi với Daoshi chưa? Thầy có kiến nghị gì không?
Nêu những thách thức, những nan đề bạn sẽ gặp phải khi thực hiện luận văn. Bạn dự định giải quyết những nan đề này như tthế nào?
Bạn đã đọc những sách gì? Đọc bản dịch hay đọc bằng tiếng Trung?
[Trả lời bằng tiếng Anh] Could you briefly explain Mencius’ Four Beginnings and the four core values in UNESCO’s recommendations on AI ethics?
 Liên quan đến luận văn",,,
10,Đại học Tài chính Kinh tế Tây Nam ( SWUFE ),Đại học,,,,
,,Thạc sĩ,"Ngành International Business 
- Có 1 cô ở viện giáo dục, còn lại 5 thầy cô ở viện International Business
- Thời gian phỏng vấn 10p, không cho nói quá giờ
- Chỉ có 1 thầy hỏi, 5 thầy cô còn lại ngồi nghe
Các câu hỏi cụ thể như sau:
1. Trình độ Toán học của em ra sao, thấy điểm 高等代数 không được ổn lắm (đợt đó vừa về trường thi off e thi vừa đủ qua môn).
2. Giảng hiểu biết về 计算机 và tác dụng cho việc nghiên cứu 国际商务
3. Nêu rõ 1 vd về kinh nghiệm 科研
4. Nêu 1 văn hoá truyền thống của TQ",trường đánh giá về kỹ năng nghiên cứu nếu app hệ thạc ( kinh tế ),,
11,ĐẠI HỌC CÁT LÂM,Đại học,,,,
,,Thạc sĩ,"Ngành GDHNQT
自我介绍
这句话里，哪里不对：“我希望可以滑过雪。”
你喜欢中国文化中的哪些方面？
你了解长春的天气吗？
你的HSK成绩是多少？
除了我们学校以外，你还申请了其他学校吗？",,,
12,ĐẠI HỌC KÝ NAM,Đại học,"1. Giới thiệu bản thân
2.Quá trình học tiếng Trung
3. Sau khi tốt nghiệp dự định làm công việc gì
4. Nếu bạn đỗ vào trường, bạn sẽ cống hiến gì cho trường ",,,
,,Thạc sĩ,"Ngành GDHNQT
请做自我介绍。
请解释一下“相辅相成”这个词语的意思。
请解释一下你名字中“英”字的含义。
你所在的汉语中心现在有多少学生？你一周上多少节课？
你使用什么教材进行教学？
你对HSK考试有什么了解？你是如何指导学生备考的？
请你区分一下“勇敢”和“勇气”。",,,
13,ĐẠI HỌC SƯ PHẠM THỦ ĐÔ,Đại học,,,,
,,Thạc sĩ,"Ngành GDHNQT
你目前在哪里学习/生活？
请介绍一下你的家乡。
你是什么时候开始学习汉语的？
你毕业了吗？
你的名字很特别，你能解释一下你的名字吗？
如果导师的研究方向和你的研究方向不一致，你会怎么办？
你在学习汉字时遇到过困难吗？
请写一篇关于你如何学习汉字的文章。","CSC ( ngành: Văn học hiện đương đại Trung Quốc)
1. Em bắt đầu học tiếng Trung từ khi nào, tự học hay học trên trường?
2. Công việc của em và chuyên ngành này không liên quan đến nhau, vậy tại sao em lại chọn nó và lý do chọn trường?
3. Trong quá trình làm việc và cả trong đời sống hàng ngày em có tiếp xúc với nhiều người TQ không?
4. Vì sao em không đi du học TBN, sau này em có muốn sang đó học không?
5. Em đọc luận văn hay các tác phẩm bằng tiếng Trung có gặp trở ngại gì và thường đọc từ nguồn nào?
6. Em có xem tin tức về TQ không?
-suốt nửa tiếng tiếp theo:
1. Em nhận thấy văn học hiện đại TQ và VN có điểm gì tương đồng?
2. Em chủ yếu đọc tác phẩm của nhà văn TQ nào?
3. Phương hướng nghiên cứu của em là gì, vì sao em chọn nó?
4. Em có biết nữ nhà văn nào của TQ không?
5. Văn học hiện đương đại của VN có những nữ nhà văn nào?
6. Em đọc luận văn của những ai, đọc ở đâu, thử kể tên.
7. Nếu trường nhận em, em có chuyên tâm học tập không hay sẽ vừa học vừa làm việc?","Ngành gdhnqt đh sp thủ đô
2 thầy
Phần nói:
1. Giới thiệu bản thân 
2. Kinh nghiệm giảng dạy tiếng trung, kinh nghiệm đi làm 
3. ( dựa theo khht) bây giờ ng trẻ thích học tiếng trung ở trên tiktok hay không 
4. Thầy thấy trong bảng điểm có môn “ Tình hình Trung Quốc “, em có thể giới thiệu dc k
5. Thầy thấy em học môn “ Phát âm”, em có thể nói cho thầy biết em học những gì trong đấy không? 
Âm ü em sẽ dạy cho học sinh như thế nào 
Phần viết: Học sinh ng VN khi học tiếng trung sẽ có những khó khăn gì và cách khác phục như thế nào",
14,ĐẠI HỌC SƯ PHẠM BẮC KINH,Đại học,,,,
,,Thạc sĩ,"Ngành GDHNQT
请做自我介绍。
请谈谈你的实习经历。
请谈谈你的科研经历。
请谈谈你的硕士研究计划。
你为什么不选择语音、汉字或词汇方向，而选择语法方向？
关于能愿动词：请谈谈它的分类；你在学习这部分内容时遇到过哪些困难；这个题目已经有很多研究了，那么前人对这一语法点提出过哪些教学建议？
你的研究方向是什么？你为这项研究已经做了哪些准备？","Ngành GDHNQT hb CSC
3 thầy cô
1. Giới thiệu bản thân (1-2p)
2. Em học tiếng trung bao lâu rồi
3. Em đã đọc sách gì liên quan đến Hán Tự (sách chuyên ngành Hán Tự ) chưa
4. Khi em học thì em có học môn liên quan đến Hán Tự không ? Học về những cái gì 
5. Cô cho 1 chữ 江, em giải thích/ làm thế nào để dạy cho học sinh 
6. Thầy đã xem KHHT của em, em nghiên cứu về phần đọc, cái phần đọc của em thì đối tượng nghiên cứu của e là ai, em làm như thế nào để lấy dc những dữ liệu để em nghiên cứu",,
15,ĐẠI HỌC SƯ PHẠM SƠN ĐÔNG,Đại học,,,,
,,Thạc sĩ,"Ngành GDHNQT
请做自我介绍。
你觉得华裔学习汉语有什么优势？
请介绍一下你的专业。
请谈谈对离合词语法的了解。
为什么选择我们学校？",,,
16,ĐẠI HỌC NGOẠI NGỮ BẮC KINH,Đại học,,,,
,,Thạc sĩ,"Ngành GDHNQT
请做自我介绍。
怎样纠正 an 和 ang 的发音？
你了解……理论吗？
在大学是否学习过教学法课程？
你的研究方向是什么？",,,
17,ĐẠI HỌC CÔNG NGHIỆP CHIẾT GIANG,Đại học,,,,
,,Thạc sĩ,"Ngành GDHNQT
请做自我介绍。
请介绍你的汉语学习经历。
HSK 和 HSKK 成绩是多少？
你写过中文文章或报告吗？硕士阶段需要写论文，你可以写吗？
你现在从事什么工作？职位是什么？
如果必须辞掉现在的工作去留学，你会怎么想？
学成以后有什么计划？",,,
18,ĐẠI HỌC SƯ PHẠM VÂN NAM,Đại học,,,,
,,Thạc sĩ,"Ngành GDHNQT
现在越南人还受到儒家思想的影响吗？你自己呢？
你学汉语，所以会喜欢中国文化，那其他越南人呢？那些不学汉语的人，会了解并喜欢中国文化吗？
现在你在汉语中心工作，那么你能不能说说越南的汉语中心多不多？这些中心目前面临哪些困难？",,,
19,ĐẠI HỌC NGOẠI NGỮ NGOẠI THƯƠNG QUẢNG ĐÔNG,Đại học,"Ngành 
1. Giới thiệu bản thân
2.Bạn học tiếng trung bao lâu rồi
3. Đọc 1 đoạn văn cô giáo gửi
4. Chữ ''hao ''đọc như thế nào",,,
,,Thạc sĩ,"Ngành GDHNQT
请做自我介绍。
请介绍一下你的家庭情况。
你为什么选择学习汉语？
你选择我们学校的理由是什么？
请明确说明你的研究方向。
如果没有获得奖学金，但你仍然希望在我们学校学习，你愿意自费留学吗？",,,
20,ĐẠI HỌC SƯ PHẠM GIANG TÔ,Đại học,,,,
,,Thạc sĩ,"Ngành GDHNQT
请做自我介绍。
请谈谈你的教学经验和研究方向。",,,
21,ĐẠI HỌC TÔ CHÂU,Đại học,,,,
,,Thạc sĩ,"Ngành GDHNQT
自我介绍（2p）
毕业论文写好了吗？（10s）
毕业论文的题目是什么？（15s）
为什么选择苏州大学？（1p30）","Phỏng vấn Thsi GDHN 
1. Giới thiệu về bản thân (1p30s)
2. Ở ĐH có làm luận văn tốt nghiệp ko (mình bảo ko, vì trg mình có thể chọn môn học thay thế, nên mình chọn môn học) Nhưng cũng nói thêm là mình có làm tiểu luận môn học.
3. Tiểu luận đó làm đề tài gì, chia sẻ thêm
4. Thầy bảo thế em lấy 1 ví dụ về cái đã phân tích đc không",,
22,ĐẠI HỌC TRÙNG KHÁNH,Đại học,"Ngành kinh tế học
1.Nhà có anh chị em không?
2.Thành tích cấp 3 như thế nào?
3.Điều mà bản thân giỏi nhất là gì ?
4.Tự thấy khả năng đọc và nói tiếng Trung ntn?
5.Trong các kĩ năng tư duy logic, đọc hiểu, tính toán,..thì bạn giỏi cái nào nhất?
6.Nếu muốn mua 1 căn nhà ở VN thì cần bao nhiêu tiền?
7.Sau khi nhập học, học các ctrinh ở TQ mà nghe không hiểu thì phải làm sao ?
8.Hiểu gì về nghành này? Nghành này cần học những môn học/hạng mục gì?
9.Tại sao lại chọn nghành này mà kphai ngành khác?
10.Tại sao lại chọn TQ mà ko phải nước khác?
11.Em học tiếng trung qua đâu? Học tiếng trung cảm thấy như thế nào?",,,
,,Thạc sĩ,"Ngành GDHNQT
请做自我介绍。你为什么选择我们学校？你对重庆印象最深刻的是什么？
如果利用媒体这个渠道促进两国文化交流，你会选择朝哪个方向发展？
你三年的学习计划是什么？
你有没有实际的翻译经验？
如果到了学校后有机会参加书籍翻译小组，你有信心吗？
你为什么参加了这么多夏令营？
越南成东大学是一所什么样的学校？学习时间有重叠，这样会不会对你的学习有影响？你是什么时候开始学习汉语的？
你还记得哪些中国文学作品？书中哪一句话让你印象最深？
你有没有读过中国历史文化的书（中文写的）？",,,
